instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,rental_category,hr,time_category
1390,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,Hari Kerja,,4.0,Malam
1391,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,Hari Kerja,,5.0,Malam
1392,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,Hari Kerja,,6.0,Pagi
1393,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,Hari Kerja,,7.0,Pagi
1394,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,Hari Kerja,,8.0,Pagi
1395,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,Hari Kerja,,9.0,Pagi
1396,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,Hari Kerja,,10.0,Pagi
1397,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,Hari Kerja,,11.0,Pagi
1398,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,Hari Kerja,,12.0,Siang
1399,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,Hari Kerja,,13.0,Siang
1400,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,Hari Kerja,,14.0,Siang
1401,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.24,0.2879,0.23,0.0,6,62,68,Hari Kerja,,15.0,Siang
1402,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.26,0.303,0.23,0.0,6,65,71,Hari Kerja,,16.0,Siang
1403,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.26,0.303,0.22,0.0,17,185,202,Hari Kerja,,17.0,Siang
1404,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,Hari Kerja,,18.0,Sore
1405,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,Hari Kerja,,19.0,Sore
1406,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,Hari Kerja,,20.0,Sore
1407,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51,Hari Kerja,,21.0,Sore
1408,2011-03-03,Musim Dingin,0,3,0,4,1,1,0.2,0.2576,0.4,0.0,3,50,53,Hari Kerja,,22.0,Sore
1409,2011-03-03,Musim Dingin,0,3,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23,Hari Kerja,,23.0,Sore
1410,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,Hari Kerja,,0.0,Malam
1411,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4,Hari Kerja,,1.0,Malam
1412,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.18,0.1818,0.64,0.194,0,2,2,Hari Kerja,,2.0,Malam
1413,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1,Hari Kerja,,3.0,Malam
1414,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.18,0.1818,0.74,0.194,1,0,1,Hari Kerja,,4.0,Malam
1415,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7,Hari Kerja,,5.0,Malam
1416,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.16,0.197,0.74,0.0896,1,28,29,Hari Kerja,,6.0,Pagi
1417,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.16,0.1818,0.8,0.1343,0,83,83,Hari Kerja,,7.0,Pagi
1418,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.18,0.197,0.74,0.1343,6,222,228,Hari Kerja,,8.0,Pagi
1419,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.22,0.2273,0.6,0.1343,12,138,150,Hari Kerja,,9.0,Pagi
1420,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.24,0.2273,0.6,0.2537,10,56,66,Hari Kerja,,10.0,Pagi
1421,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.28,0.2727,0.52,0.2239,16,73,89,Hari Kerja,,11.0,Pagi
1422,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97,Hari Kerja,,12.0,Siang
1423,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.34,0.3182,0.42,0.2239,13,74,87,Hari Kerja,,13.0,Siang
1424,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95,Hari Kerja,,14.0,Siang
1425,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106,Hari Kerja,,15.0,Siang
1426,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.36,0.3485,0.46,0.194,17,101,118,Hari Kerja,,16.0,Siang
1427,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206,228,Hari Kerja,,17.0,Siang
1428,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.34,0.303,0.53,0.2985,15,172,187,Hari Kerja,,18.0,Sore
1429,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107,Hari Kerja,,19.0,Sore
1430,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.3,0.2879,0.7,0.194,9,78,87,Hari Kerja,,20.0,Sore
1431,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.3,0.2879,0.7,0.2239,6,64,70,Hari Kerja,,21.0,Sore
1432,2011-03-04,Musim Dingin,0,3,0,5,1,1,0.3,0.2879,0.7,0.194,4,40,44,Hari Kerja,,22.0,Sore
1433,2011-03-04,Musim Dingin,0,3,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46,Hari Kerja,,23.0,Sore
1434,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19,Hari Kerja,,0.0,Malam
1435,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25,Hari Kerja,,1.0,Malam
1436,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.2879,0.87,0.194,5,15,20,Hari Kerja,,2.0,Malam
1437,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.2879,0.87,0.194,0,2,2,Hari Kerja,,3.0,Malam
1438,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1,Hari Kerja,,4.0,Malam
1439,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3,Hari Kerja,,5.0,Malam
1440,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.2879,1.0,0.2239,1,3,4,Hari Kerja,,6.0,Pagi
1441,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.2727,1.0,0.2985,5,10,15,Hari Kerja,,7.0,Pagi
1442,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.3,0.2727,1.0,0.2985,11,34,45,Hari Kerja,,8.0,Pagi
1443,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63,Hari Kerja,,9.0,Pagi
1444,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.34,0.3333,0.93,0.194,34,69,103,Hari Kerja,,10.0,Pagi
1445,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159,Hari Kerja,,11.0,Pagi
1446,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,Hari Kerja,,12.0,Siang
1447,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190,Hari Kerja,,13.0,Siang
1448,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198,Hari Kerja,,14.0,Siang
1449,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205,Hari Kerja,,15.0,Siang
1450,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204,Hari Kerja,,16.0,Siang
1451,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,Hari Kerja,,17.0,Siang
1452,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152,Hari Kerja,,18.0,Sore
1453,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89,Hari Kerja,,19.0,Sore
1454,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70,Hari Kerja,,20.0,Sore
1455,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72,Hari Kerja,,21.0,Sore
1456,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63,Hari Kerja,,22.0,Sore
1457,2011-03-05,Musim Dingin,0,3,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44,Hari Kerja,,23.0,Sore
1458,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,Hari Kerja,,0.0,Malam
1459,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,Hari Kerja,,1.0,Malam
1460,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,Hari Kerja,,2.0,Malam
1461,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,Hari Kerja,,3.0,Malam
1462,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,Hari Kerja,,4.0,Malam
1463,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,Hari Kerja,,6.0,Pagi
1464,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,Hari Kerja,,7.0,Pagi
1465,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,Hari Kerja,,8.0,Pagi
1466,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,Hari Kerja,,9.0,Pagi
1467,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,Hari Kerja,,10.0,Pagi
1468,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,Hari Kerja,,11.0,Pagi
1469,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,Hari Kerja,,12.0,Siang
1470,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,Hari Kerja,,13.0,Siang
1471,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,Hari Kerja,,14.0,Siang
1472,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,Hari Kerja,,15.0,Siang
1473,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,Hari Kerja,,16.0,Siang
1474,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,Hari Kerja,,17.0,Siang
1475,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,Hari Kerja,,18.0,Sore
1476,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,Hari Kerja,,19.0,Sore
1477,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,Hari Kerja,,20.0,Sore
1478,2011-03-06,Musim Dingin,0,3,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,Hari Kerja,,21.0,Sore
1479,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.22,0.197,1.0,0.3881,0,10,10,Hari Kerja,,22.0,Sore
1480,2011-03-06,Musim Dingin,0,3,0,0,0,2,0.22,0.197,1.0,0.4179,0,9,9,Hari Kerja,,23.0,Sore
1481,2011-03-07,Musim Dingin,0,3,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4,Hari Kerja,,0.0,Malam
1482,2011-03-07,Musim Dingin,0,3,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,Hari Kerja,,1.0,Malam
1483,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1,Hari Kerja,,3.0,Malam
1484,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1,Hari Kerja,,4.0,Malam
1485,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1,Hari Kerja,,5.0,Malam
1486,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34,Hari Kerja,,6.0,Pagi
1487,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91,Hari Kerja,,7.0,Pagi
1488,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211,Hari Kerja,,8.0,Pagi
1489,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134,Hari Kerja,,9.0,Pagi
1490,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58,Hari Kerja,,10.0,Pagi
1491,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60,Hari Kerja,,11.0,Pagi
1492,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96,Hari Kerja,,12.0,Siang
1493,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70,Hari Kerja,,13.0,Siang
1494,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77,Hari Kerja,,14.0,Siang
1495,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96,Hari Kerja,,15.0,Siang
1496,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122,Hari Kerja,,16.0,Siang
1497,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233,Hari Kerja,,17.0,Siang
1498,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233,Hari Kerja,,18.0,Sore
1499,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145,Hari Kerja,,19.0,Sore
1500,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92,Hari Kerja,,20.0,Sore
1501,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54,Hari Kerja,,21.0,Sore
1502,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35,Hari Kerja,,22.0,Sore
1503,2011-03-07,Musim Dingin,0,3,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22,Hari Kerja,,23.0,Sore
1504,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10,Hari Kerja,,0.0,Malam
1505,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4,Hari Kerja,,1.0,Malam
1506,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1,Hari Kerja,,2.0,Malam
1507,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7,Hari Kerja,,3.0,Malam
1508,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,Hari Kerja,,4.0,Malam
1509,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10,Hari Kerja,,5.0,Malam
1510,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45,Hari Kerja,,6.0,Pagi
1511,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.18,0.197,0.64,0.1343,9,119,128,Hari Kerja,,7.0,Pagi
1512,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.22,0.2273,0.55,0.194,10,247,257,Hari Kerja,,8.0,Pagi
1513,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151,Hari Kerja,,9.0,Pagi
1514,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71,Hari Kerja,,10.0,Pagi
1515,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78,Hari Kerja,,11.0,Pagi
1516,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99,Hari Kerja,,12.0,Siang
1517,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98,Hari Kerja,,13.0,Siang
1518,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72,Hari Kerja,,14.0,Siang
1519,2011-03-08,Musim Dingin,0,3,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112,Hari Kerja,,15.0,Siang
1520,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,Hari Kerja,,16.0,Siang
1521,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248,Hari Kerja,,17.0,Siang
1522,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.34,0.3333,0.27,0.194,21,214,235,Hari Kerja,,18.0,Sore
1523,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150,Hari Kerja,,19.0,Sore
1524,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.32,0.3333,0.39,0.0896,2,74,76,Hari Kerja,,20.0,Sore
1525,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.3,0.2879,0.49,0.194,7,68,75,Hari Kerja,,21.0,Sore
1526,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55,Hari Kerja,,22.0,Sore
1527,2011-03-08,Musim Dingin,0,3,0,2,1,1,0.28,0.2727,0.61,0.194,3,38,41,Hari Kerja,,23.0,Sore
1528,2011-03-09,Musim Dingin,0,3,0,3,1,1,0.26,0.2879,0.65,0.0896,0,9,9,Hari Kerja,,0.0,Malam
1529,2011-03-09,Musim Dingin,0,3,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4,Hari Kerja,,1.0,Malam
1530,2011-03-09,Musim Dingin,0,3,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2,Hari Kerja,,2.0,Malam
1531,2011-03-09,Musim Dingin,0,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1,2,3,Hari Kerja,,3.0,Malam
1532,2011-03-09,Musim Dingin,0,3,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2,Hari Kerja,,4.0,Malam
1533,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.24,0.2424,0.81,0.1343,1,7,8,Hari Kerja,,5.0,Malam
1534,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.24,0.2576,0.85,0.1045,5,44,49,Hari Kerja,,6.0,Pagi
1535,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141,Hari Kerja,,7.0,Pagi
1536,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.24,0.2424,0.87,0.1343,11,238,249,Hari Kerja,,8.0,Pagi
1537,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141,Hari Kerja,,9.0,Pagi
1538,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.3,0.2879,0.75,0.2537,8,49,57,Hari Kerja,,10.0,Pagi
1539,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59,Hari Kerja,,11.0,Pagi
1540,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98,Hari Kerja,,12.0,Siang
1541,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99,Hari Kerja,,13.0,Siang
1542,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71,Hari Kerja,,14.0,Siang
1543,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79,Hari Kerja,,15.0,Siang
1544,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.34,0.303,0.76,0.3284,10,102,112,Hari Kerja,,16.0,Siang
1545,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194,Hari Kerja,,17.0,Siang
1546,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188,Hari Kerja,,18.0,Sore
1547,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.34,0.303,0.76,0.3284,11,123,134,Hari Kerja,,19.0,Sore
1548,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.32,0.3182,0.87,0.194,4,87,91,Hari Kerja,,20.0,Sore
1549,2011-03-09,Musim Dingin,0,3,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62,Hari Kerja,,21.0,Sore
1550,2011-03-09,Musim Dingin,0,3,0,3,1,3,0.32,0.3182,0.93,0.1642,4,17,21,Hari Kerja,,22.0,Sore
1551,2011-03-09,Musim Dingin,0,3,0,3,1,3,0.34,0.3333,0.93,0.194,1,17,18,Hari Kerja,,23.0,Sore
1552,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3,Hari Kerja,,0.0,Malam
1553,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,0,2,2,Hari Kerja,,1.0,Malam
1554,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,Hari Kerja,,2.0,Malam
1555,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.36,0.3485,0.0,0.194,1,2,3,Hari Kerja,,5.0,Malam
1556,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.36,0.3333,0.0,0.3284,0,12,12,Hari Kerja,,6.0,Pagi
1557,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.38,0.3939,0.0,0.2239,1,36,37,Hari Kerja,,7.0,Pagi
1558,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.38,0.3939,0.0,0.2836,1,43,44,Hari Kerja,,8.0,Pagi
1559,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.4,0.4091,0.0,0.2239,1,23,24,Hari Kerja,,9.0,Pagi
1560,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.4,0.4091,0.0,0.1642,0,17,17,Hari Kerja,,10.0,Pagi
1561,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.4,0.4091,0.0,0.2537,6,5,11,Hari Kerja,,11.0,Pagi
1562,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.42,0.4242,0.0,0.2239,4,30,34,Hari Kerja,,12.0,Siang
1563,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.42,0.4242,0.0,0.2239,1,11,12,Hari Kerja,,13.0,Siang
1564,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.44,0.4394,0.0,0.2985,0,12,12,Hari Kerja,,14.0,Siang
1565,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.44,0.4394,0.0,0.2239,3,11,14,Hari Kerja,,15.0,Siang
1566,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.42,0.4242,0.0,0.2537,1,20,21,Hari Kerja,,16.0,Siang
1567,2011-03-10,Musim Dingin,0,3,0,4,1,2,0.44,0.4394,0.0,0.3881,2,109,111,Hari Kerja,,17.0,Siang
1568,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.44,0.4394,0.0,0.3582,2,80,82,Hari Kerja,,18.0,Sore
1569,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.44,0.4394,0.0,0.5821,5,51,56,Hari Kerja,,19.0,Sore
1570,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.36,0.3333,0.0,0.3284,9,29,38,Hari Kerja,,20.0,Sore
1571,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.36,0.3485,0.0,0.2239,1,27,28,Hari Kerja,,21.0,Sore
1572,2011-03-10,Musim Dingin,0,3,0,4,1,2,0.34,0.3333,0.0,0.1343,4,30,34,Hari Kerja,,22.0,Sore
1573,2011-03-10,Musim Dingin,0,3,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27,Hari Kerja,,23.0,Sore
1574,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6,Hari Kerja,,0.0,Malam
1575,2011-03-11,Musim Dingin,0,3,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8,8,Hari Kerja,,1.0,Malam
1576,2011-03-11,Musim Dingin,0,3,0,5,1,3,0.34,0.3485,1.0,0.1045,2,3,5,Hari Kerja,,2.0,Malam
1577,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,Hari Kerja,,3.0,Malam
1578,2011-03-11,Musim Dingin,0,3,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,7,Hari Kerja,,5.0,Malam
1579,2011-03-11,Musim Dingin,0,3,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32,Hari Kerja,,6.0,Pagi
1580,2011-03-11,Musim Dingin,0,3,0,5,1,1,0.26,0.2576,0.7,0.194,10,104,114,Hari Kerja,,7.0,Pagi
1581,2011-03-11,Musim Dingin,0,3,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,Hari Kerja,,8.0,Pagi
1582,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156,Hari Kerja,,9.0,Pagi
1583,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78,Hari Kerja,,10.0,Pagi
1584,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81,Hari Kerja,,11.0,Pagi
1585,2011-03-11,Musim Dingin,0,3,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111,Hari Kerja,,12.0,Siang
